PYTHON_NUMBER,CEO_1,CEO_2,CEO_3,LEVEL,GENDER,AGE,ETHNICITY,ETHNICITY_2,COUNTRY,JOB_PROFILE,WORKING_PATTERN,CURRENT_SALARY,SALARY_INCREASE_PCT,NEW_SALARY_FTE,NEW_SALARY,CURRENT_SALARY_FOR_THOSE_WITH_INCREASE,HAS_SALARY_INCREASE,SALARY_ELIGIBLE,BONUS_ELIGIBLE,SALARY_MAVP_FOR_DISCRETIONARY_AWARD,DISCRETIONARY_RATIONALE,DISCRETIONARY_AMOUNT,DISCRETIONARY_BONUS_PCT,BONUS_OPPORTUNITY,DIVISION
33440,Retail Banking (Solange Chamberlain),Payments CoE (Mark Brant),Payments (Simon Eacott),B,Male,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst B5,Full time,6048.11,0.0652,6442.27,6442.27,6048.11,1,Yes,Yes,6048.11,Performing,280.29,0.046343,0.15,Payments CoE
33441,Customer & Operations (James Holian),Shared Services (Rosalin Williams),Customer Experience & Business Management (Rosalin Williams (Inherited)),B,Male,21 - 30,Unknown,undisclosed,India,WoW - Software Engineer B6,Full time,7799.92,0.123,8759.03,8759.03,7799.92,1,Yes,Yes,7799.92,Performing,788.31,0.101066,0.15,Customer & Operations
33442,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),"Risk, Finance, Legal & Audit Solutions (Darren Buckley)",B,Male,21 - 30,Unknown,undisclosed,India,WoW - Software Engineer B7,Full time,11250.97,0.095,12319.58,12319.58,11250.97,1,Yes,Yes,11250.97,Performing,1105.63,0.09827,0.15,NatWest Digital X
33443,NatWest Digital X (Scott Marcar),Data and Analytics (Karen Dewar),D&A COO (Grayson Thomas),C,Male,41 - 50,Unknown,undisclosed,United Kingdom,Site Reliability Engineer C11,Full time,144607.93,0.0,0.0,144607.93,0.0,0,,Yes,144607.93,Performing,2892.16,0.02,0.25,NatWest Digital X
33450,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Everyday Banking (Solange Chamberlain (Inherited)),B,Male,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst I B5,Full time,5062.72,0.0597,5364.91,5364.91,5062.72,1,Yes,Yes,5062.72,Performing,0.0,0.0,0.15,Retail Banking
33451,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),COO (Joan Meehan),B,Male,31 - 40,Unknown,undisclosed,India,Business Analyst B7,Full time,13287.45,0.0649,14150.21,14150.21,13287.45,1,Yes,Yes,13287.45,Performing,902.18,0.067897,0.15,Customer & Operations
33454,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Customer and Trade Operations (Anurag Vohra),B,Female,31 - 40,Unknown,undisclosed,India,WoW - Quality Automation Specialist B8,Full time,25357.39,0.0708,27152.99,27152.99,25357.39,1,Yes,Yes,25357.39,Performing,3909.18,0.154163,0.15,NatWest Digital X
33456,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),B,Female,41 - 50,Unknown,undisclosed,United Kingdom,Customer Service & Operations Analyst - Anti-Money Laundering B5,Full time,35961.09,0.03,37039.92,37039.92,35961.09,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
33458,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),BMST (Stephanie Moult (On Leave)),D,Male,41 - 50,Unknown,undisclosed,United Kingdom,Portfolio Manager D12,Part time,108000.0,0.0148,137000.0,109600.0,108000.0,1,Yes,Yes,108000.0,Performing,56526.5,0.523394,0.5,NatWest Digital X
33459,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),FinCrime Technology Team (Nigel Hayward),C,Female,31 - 40,Unknown,undisclosed,United Kingdom,WoW - Quality Automation Specialist C9,Full time,78769.0,0.03,81132.07,81132.07,78769.0,1,Yes,Yes,78769.0,Performing,0.0,0.0,0.25,Customer & Operations
33466,Finance (Katie Murray),Finance - Group Finance (Andrew Wells),Digital Finance (Carolyn Munro),B,Male,31 - 40,Unknown,undisclosed,India,Financial Control Associate B8,Full time,15319.54,0.08,16545.81,16545.81,15319.54,1,Yes,Yes,15319.54,Performing,1072.98,0.07004,0.15,Finance
33467,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),C,Male,31 - 40,Unknown,undisclosed,India,Data & Analytics Manager C9,Full time,36029.04,0.073,38657.98,38657.98,36029.04,1,Yes,Yes,36029.04,Performing,4379.52,0.121555,0.25,C&I RFB
33468,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Customer and Trade Operations (Anurag Vohra),C,Female,31 - 40,Unknown,undisclosed,India,WoW - Production Manager C9,Full time,29202.61,0.07,31247.84,31247.84,29202.61,1,Yes,Yes,29202.61,Performing,2846.68,0.09748,0.25,NatWest Digital X
33469,NatWest Digital X (Scott Marcar),Retail CDIO (Wendy Redshaw),New Customer Propositions (Miles Hillier),B,Female,31 - 40,Unknown,undisclosed,India,Technology WoW - Business Analyst B8,Full time,21021.67,0.06,22282.97,22282.97,21021.67,1,Yes,Yes,21021.67,Performing,1313.85,0.0625,0.15,NatWest Digital X
33470,NatWest Digital X (Scott Marcar),Retail CDIO (Wendy Redshaw),Digital Channels (Steven Gilbert),C,Male,31 - 40,Unknown,undisclosed,India,WoW - Quality Automation Specialist C9,Full time,29802.6,0.0876,32412.79,32412.79,29802.6,1,Yes,Yes,29802.6,Performing,6332.78,0.212491,0.25,NatWest Digital X
51503,Commercial & Institutional Non Ring Fenced Bank (Robert Begbie),NatWest Markets (Jonathan Peberdy),Trading (Simon Manwaring),D,Male,41 - 50,Unknown,undisclosed,France,Rates Trading Director (Regulated) D12,Full time,347911.21,0.0,347911.21,347911.21,0.0,0,Yes,Yes,347911.21,Performing,359198.71,1.032444,1.0,NatWest Markets
33472,Risk (Keiran Foad),Director of Risk Retail Banking (Ian Gannon),Credit Insight and Analytics (Joel Reneby),C,Male,41 - 50,Unknown,undisclosed,United Kingdom,Risk Modelling Team Manager C11,Full time,100450.0,0.025,102959.0,102959.0,100450.0,1,Yes,Yes,100450.0,Performing,16000.0,0.159283,0.25,Risk
33473,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),C,Male,31 - 40,Unknown,undisclosed,India,Customer Service & Operations Credit Unit Leader C11,Full time,54384.82,0.0902,59289.87,59289.87,54384.82,1,Yes,Yes,54384.82,Performing,34046.35,0.626027,0.25,C&I RFB
33475,NatWest Digital X (Scott Marcar),Wealth CDIO (Raymond Mulligan),Core Platforms (Lukas Fries),B,Male,51 - 60,Unknown,undisclosed,Switzerland,WoW - Software Engineer B7,Part time,104305.56,0.0404,135653.35,108522.68,104305.56,1,Yes,Yes,104305.56,Performing,7634.44,0.073193,0.15,NatWest Digital X
33476,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Customer Due Diligence (Jeremy Taylor),B,Female,31 - 40,Unknown,undisclosed,India,Business Analyst B8,Full time,16427.56,0.0797,17737.04,17737.04,16427.56,1,Yes,Yes,16427.56,Performing,1751.81,0.106638,0.15,Customer & Operations
33477,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),CIO Markets (Thomas Carr),C,Male,31 - 40,Unknown,undisclosed,India,WoW - Quality Manager C9,Full time,32373.37,0.062,34379.19,34379.19,32373.37,1,Yes,Yes,32373.37,Performing,3766.38,0.116342,0.25,NatWest Digital X
33478,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),B,Male,31 - 40,Unknown,undisclosed,United Kingdom,Customer Service & Operations Analyst - Anti-Money Laundering B7,Full time,39825.3,0.045,41617.44,41617.44,39825.3,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
33479,Customer & Operations (James Holian),Shared Services (Rosalin Williams),Customer Experience & Business Management (Rosalin Williams (Inherited)),B,Male,21 - 30,Unknown,undisclosed,United Kingdom,Customer Service & Operations Analyst B5,Full time,26803.58,0.0624,28475.0,28475.0,26803.58,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
33481,NatWest Digital X (Scott Marcar),Retail CDIO (Wendy Redshaw),Everyday Banking (Sue Rees),C,Female,51 - 60,Unknown,undisclosed,United Kingdom,WoW - Platform Lead C11,Full time,75603.23,0.04,78624.0,78624.0,75603.23,1,Yes,Yes,75603.23,Performing,17010.73,0.225,0.25,NatWest Digital X
33482,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Everyday Banking (Solange Chamberlain (Inherited)),B,Male,31 - 40,Unknown,undisclosed,India,Customer Service & Operations Analyst B6,Full time,5964.9,0.0852,6472.92,6472.92,5964.9,1,Yes,Yes,5964.9,Performing,455.47,0.076358,0.15,Retail Banking
33483,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Financial Crime Services (Mansoor Aboobakker Kuttil Ali),B,Male,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Delivery Analyst B7,Full time,11211.56,0.0871,12188.19,12188.19,11211.56,1,Yes,Yes,11211.56,Performing,975.0,0.086964,0.15,Customer & Operations
33484,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Core Solutions (Iain McCorquodale),B,Female,21 - 30,Unknown,undisclosed,India,WoW - Quality Analyst B7,Full time,8842.24,0.1486,10156.1,10156.1,8842.24,1,Yes,Yes,8842.24,Performing,530.53,0.06,0.15,NatWest Digital X
33485,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Everyday Banking (Solange Chamberlain (Inherited)),B,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst B7,Full time,7283.13,0.095,7975.1,7975.1,7283.13,1,Yes,Yes,7283.13,Performing,1077.36,0.147925,0.15,Retail Banking
33487,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Everyday Banking (Solange Chamberlain (Inherited)),B,Male,31 - 40,Unknown,undisclosed,India,Customer Service & Operations Analyst B6,Full time,6262.71,0.1154,6985.33,6985.33,6262.71,1,Yes,Yes,6262.71,Performing,832.11,0.132867,0.15,Retail Banking
33488,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Everyday Banking (Solange Chamberlain (Inherited)),B,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst I B5,Full time,5277.32,0.0598,5592.64,5592.64,5277.32,1,Yes,Yes,5277.32,Performing,0.0,0.0,0.15,Retail Banking
33489,Customer & Operations (James Holian),Shared Services (Rosalin Williams),Customer Experience & Business Management (Rosalin Williams (Inherited)),B,Female,21 - 30,Unknown,undisclosed,India,WoW - Software Engineer B6,Full time,7366.34,0.0999,8102.1,8102.1,7366.34,1,Yes,Yes,7366.34,Performing,656.93,0.08918,0.15,Customer & Operations
33490,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Quality Assurance Customer Due Diligence Operations (Donna Porter),B,Male,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst - Anti-Money Laundering B7,Full time,7896.27,0.0721,8465.6,8465.6,7896.27,1,Yes,Yes,7896.27,Performing,513.26,0.065,0.15,Customer & Operations
33491,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Everyday Banking (Solange Chamberlain (Inherited)),B,Female,21 - 30,Unknown,undisclosed,India,Customer Service & Operations Analyst I B5,Full time,5071.48,0.0596,5373.66,5373.66,5071.48,1,Yes,Yes,5071.48,Performing,289.05,0.056995,0.15,Retail Banking
33493,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Digital Banking (Jennifer Scott),B,Male,31 - 40,Unknown,undisclosed,India,WoW - Software Engineer B8,Full time,20859.63,0.06,22112.17,22112.17,20859.63,1,Yes,Yes,20859.63,Performing,0.0,0.0,0.15,NatWest Digital X
33502,Finance (Katie Murray),Finance - Group Finance (Andrew Wells),Group Financial Planning and Analysis (Joseph Pattara),C,Male,41 - 50,Unknown,undisclosed,United Kingdom,Stress Testing Manager C9,Full time,94449.85,0.0391,98140.5,98140.5,94449.85,1,Yes,Yes,94449.85,Performing,9000.0,0.095289,0.25,Finance
33503,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Digital Banking (Jennifer Scott),C,Male,41 - 50,Unknown,undisclosed,United Kingdom,WoW - Principal Engineer C11,Full time,111000.0,0.0175,112942.5,112942.5,111000.0,1,Yes,Yes,111000.0,Performing,28520.19,0.256939,0.25,NatWest Digital X
33505,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Core Solutions (Iain McCorquodale),C,Male,41 - 50,Unknown,undisclosed,United Kingdom,WoW - Software Engineer C9,Full time,69000.0,0.0225,70552.5,70552.5,69000.0,1,Yes,Yes,69000.0,Performing,9660.0,0.14,0.25,NatWest Digital X
33508,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Lending (Sameer D'Mello),B,Male,41 - 50,Unknown,undisclosed,India,Technical Specialist B8,Full time,33117.89,0.061,35136.85,35136.85,33117.89,1,Yes,Yes,33117.89,Performing,1987.07,0.06,0.15,NatWest Digital X
33511,Customer & Operations (James Holian),Fraud Prevention COE (Nick Perkins),Fraud Operations (Vicki Graham) (Vicki Graham),A,Male,21 - 30,Unknown,undisclosed,United Kingdom,Customer Service & Operations Analyst - Fraud Prevention A4,Full time,26908.75,0.0,26908.75,26908.75,0.0,0,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
33514,Customer & Operations (James Holian),Fraud Prevention COE (Nick Perkins),Performance and Business Management (Hazel Huntzinger) (Hazel Huntzinger),B,Male,21 - 30,Unknown,undisclosed,United Kingdom,Learning & Development Facilitator B7,Full time,37826.0,0.045,39528.17,39528.17,37826.0,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
33515,NatWest Digital X (Scott Marcar),Wealth CDIO (Raymond Mulligan),Core Platforms (Lukas Fries),B,Male,51 - 60,Unknown,undisclosed,Switzerland,WoW - Software Engineer B5,Full time,122249.22,0.025,125305.45,125305.45,122249.22,1,Yes,Yes,122249.22,Performing,11906.09,0.097392,0.15,NatWest Digital X
33520,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Digital Banking (Jennifer Scott),C,Female,21 - 30,Unknown,undisclosed,United Kingdom,WoW - Software Engineer C9,Full time,90384.75,0.025,92644.37,92644.37,90384.75,1,Yes,Yes,90384.75,Performing,2000.0,0.022128,0.25,NatWest Digital X
33521,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Digital Banking (Jennifer Scott),C,Female,21 - 30,Unknown,undisclosed,United Kingdom,WoW - Software Engineer C9,Full time,77000.0,0.0395,80043.34,80043.34,77000.0,1,Yes,Yes,77000.0,Performing,2000.0,0.025974,0.25,NatWest Digital X
33522,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),"Risk, Finance, Legal & Audit Solutions (Darren Buckley)",C,Male,41 - 50,Unknown,undisclosed,India,WoW - Principal Engineer C9,Full time,29465.38,0.0803,31830.32,31830.32,29465.38,1,Yes,Yes,29465.38,Performing,2636.47,0.089477,0.25,NatWest Digital X
33524,People (Maria Kokkinou),Commercial & Institutional and Inclusion (Anjali Tull),Day to Day Goal (Karen Lillie),C,Female,31 - 40,Unknown,undisclosed,India,Payroll Manager C9,Full time,30104.79,0.0756,32382.13,32382.13,30104.79,1,Yes,Yes,30104.79,Performing,4379.52,0.145476,0.25,People
33525,NatWest Digital X (Scott Marcar),DX Architecture (Diana Kennedy),Enterprise Engineering (Declan O'Gorman),C,Male,31 - 40,Unknown,undisclosed,India,Technology WoW - Scrum Master C9,Full time,32351.48,0.1069,35811.29,35811.29,32351.48,1,Yes,Yes,32351.48,Performing,6467.11,0.199902,0.25,NatWest Digital X
33527,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Digital Banking (Jennifer Scott),C,Male,21 - 30,Unknown,undisclosed,United Kingdom,WoW - Software Engineer C9,Full time,79310.0,0.03,81689.3,81689.3,79310.0,1,Yes,Yes,79310.0,Performing,5000.0,0.063044,0.25,NatWest Digital X
33529,Customer & Operations (James Holian),Fraud Prevention COE (Nick Perkins),Fraud Operations (Vicki Graham) (Vicki Graham),B,Male,21 - 30,Unknown,undisclosed,United Kingdom,Customer Service & Operations Analyst - Fraud Prevention B5,Full time,31509.97,0.045,32927.92,32927.92,31509.97,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
33531,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Quality Assurance Customer Due Diligence Operations (Donna Porter),B,Male,31 - 40,Unknown,undisclosed,United Kingdom,Customer Service & Operations Analyst - Anti-Money Laundering B7,Full time,42034.29,0.0543,44315.66,44315.66,42034.29,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
33533,Commercial & Institutional Non Ring Fenced Bank (Robert Begbie),RBSI Exco (Jane Howard),NatWest Trustee & Depository Services (Mark Crathern),C,Female,31 - 40,Unknown,undisclosed,Luxembourg,Depositary Services Manager C9,Full time,101186.41,0.0758,108860.92,108860.92,101186.41,1,Yes,Yes,100514.79,Performing,24942.16,0.248144,0.25,NatWest Markets
33536,Finance (Katie Murray),Finance - Group Finance (Andrew Wells),Franchise Planning and Analysis (David Simpson),C,Female,31 - 40,Unknown,undisclosed,Poland,Business Intelligence Manager C9,Full time,44262.23,0.0,0.0,44262.23,0.0,0,,Yes,44262.23,Performing,5433.05,0.122747,0.25,Finance
33541,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Customer and Trade Operations (Anurag Vohra),B,Male,31 - 40,Unknown,undisclosed,India,WoW - Software Engineer B8,Full time,30731.06,0.0721,32947.09,32947.09,30731.06,1,Yes,Yes,30731.06,Performing,3722.59,0.121134,0.15,NatWest Digital X
33546,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Male,21 - 30,Unknown,undisclosed,United Kingdom,Customer Service Associate Telephony (Volume) A4,Full time,27938.75,0.04,29056.3,29056.3,27938.75,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
33549,Finance (Katie Murray),Finance - Group Finance (Andrew Wells),Digital Finance (Carolyn Munro),B,Female,31 - 40,Unknown,undisclosed,Poland,Business Intelligence Analyst B7,Full time,34792.79,0.0,0.0,34792.79,0.0,0,,Yes,34792.79,Performing,1419.55,0.0408,0.25,Finance
33550,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),FinCrime Technology Team (Nigel Hayward),C,Male,31 - 40,Unknown,undisclosed,India,Data Analyst C9,Full time,32188.38,0.0953,35255.1,35255.1,32188.38,1,Yes,Yes,32188.38,Performing,5632.97,0.175,0.25,Customer & Operations
33551,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Digital Banking (Jennifer Scott),C,Male,31 - 40,Unknown,undisclosed,India,Technology WoW - Business Analyst C9,Full time,33284.31,0.0789,35912.02,35912.02,33284.31,1,Yes,Yes,33284.31,Performing,3735.11,0.112218,0.25,NatWest Digital X
14161,Commercial & Institutional Non Ring Fenced Bank (Robert Begbie),NatWest Markets (Jonathan Peberdy),Primary Capital Markets (James Tayler),D,Male,41 - 50,Unknown,undisclosed,Germany,Corporate Risk Solutions (Regulated) D12,Full time,163722.92,0.0,163722.92,163722.92,0.0,0,Yes,Yes,163722.92,Performing,0.0,0.0,1.0,NatWest Markets
33556,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Core Solutions (Iain McCorquodale),C,Male,31 - 40,Unknown,undisclosed,United Kingdom,WoW - Software Engineer C9,Full time,73116.72,0.0342,75616.72,75616.72,73116.72,1,Yes,Yes,73116.72,Performing,11483.0,0.15705,0.25,NatWest Digital X
33557,Customer & Operations (James Holian),Fraud Prevention COE (Nick Perkins),Fraud Operations (Vicki Graham) (Vicki Graham),B,Male,21 - 30,Unknown,undisclosed,United Kingdom,Performance & Business Management Resourcing & Capability Analyst B7,Full time,35828.0,0.045,37440.26,37440.26,35828.0,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
33558,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),B,Male,31 - 40,Unknown,undisclosed,United Kingdom,Customer Service & Operations Analyst - Anti-Money Laundering B7,Full time,37358.0,0.045,39039.11,39039.11,37358.0,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
